Volatility,Size,POV,Cost
0.003,0.1908383795309187,0.033568580013787604,0.6729123667377392
0.0033,0.12014837905236808,0.033935959192352254,0.7031034912718206
0.0034,0.12692877591312923,0.03356187940959387,0.7483321322803551
0.0035,0.12013298538622146,0.03333975314747635,0.7866221294363251
0.0036,0.120822148246782,0.03322343874111023,0.6349375499334222
0.0037,0.1262086605080845,0.03351121067424792,0.8003526558891431
0.0038,0.1439600823045266,0.03353504309826128,0.7508519341563789
0.0039,0.12089070758738203,0.03356367138460011,0.828596760443308
0.004,0.13607804878048801,0.03348533787984223,0.836908943089431
0.0041,0.12455126213592256,0.033459917986843,0.6636353398058251
0.0042,0.10753840063341277,0.0332184896082908,0.8292003167062549
0.0043,0.1171231825987406,0.03367475478490118,0.7772867200915854
0.0044,0.13295603825136665,0.03356085977013023,0.8169336338797849
0.0045,0.1681173200992551,0.03315089238581163,1.2373851612903215
0.0046,0.20285133985538054,0.034161587537846476,1.203136239897916
0.0047,0.16818867497168796,0.034070453780708776,0.9325322763306911
0.0048,0.27854935834155964,0.03344529485008175,1.2351223099703845
0.0049,0.17679701195218878,0.03360524938533703,1.170576015936257
0.005,0.17533754855416714,0.03348793336404332,1.2962839879154076
0.0051,0.2109410164424552,0.03362700123312816,1.4423652615844476
0.0052,0.1970419354838724,0.03374261723072729,1.070476602150538
0.0053,0.12751658711217134,0.033285352018226126,1.2924447494033409
0.0054,0.18715344160866199,0.033980828857995596,0.9825761020881666
0.0055,0.13520019065776923,0.03374608180938912,1.1131451858913237
0.0056,0.20388572303921657,0.03352056062577602,1.0886933823529403
0.0057,0.1796018149623723,0.03349767903141861,1.1176435590969447
0.0058,0.3073174011299435,0.033151334860945264,1.110563276836158
0.0059,0.19627144588045048,0.03356422944403154,1.1439376009693047
0.006,0.20182079025110825,0.03378113599561998,1.4120916543574598
0.0061,0.22697068273092363,0.0335114329425119,1.315464804673239
0.0062,0.2128099950519556,0.03363023566036372,1.3192640277090573
0.0063,0.19641500181620125,0.03289125446102763,1.2369913185615682
0.0064,0.18117276995305143,0.034363060758786604,1.679190297339593
0.0065,0.2532561708118236,0.03388217250395638,1.0733684185828258
0.0066,0.2149828776333482,0.033820890945774146,1.2789622142537007
0.0067,0.20957925093632865,0.0333070831476198,1.0783334456928826
0.0068,0.15939776422764165,0.033621555019720535,0.9915553184281839
0.0069,0.20107926854324998,0.03361311040074577,1.1339267721388953
0.007,0.23541252742868488,0.0339508641484446,1.1504396967883512
0.0071,0.14676038072575764,0.03323776673835662,1.2786509518143943
0.0072,0.24208312709029856,0.03361709987194937,1.0766389297658885
0.0073,0.20778522402288085,0.033719333992516025,0.936266952653319
0.0074,0.24280125677673842,0.03375797249722224,1.2330905864958082
0.0075,0.2567156714401515,0.03382588364180966,1.228143880032424
0.0076,0.24354733535528347,0.03374698383430523,1.322526646447138
0.0077,0.21060699038618755,0.03370096637410733,1.18641789147792
0.0078,0.18542296338892106,0.033723481236402786,1.166466973356335
0.0079,0.17603630380839205,0.03335020565628707,1.3426698241450021
0.008,0.2234126280808621,0.0337429186716778,1.100291899750759
0.0081,0.2058440434782589,0.033275603513860406,1.2613660869565215
0.0082,0.21808830152262598,0.033525352557173725,1.1769415290585472
0.0083,0.20112482120838462,0.03370406889099843,1.2433203082614033
0.0084,0.20812628466844665,0.03371743105694465,1.265340729269324
0.0085,0.19964463090928913,0.033432193339562793,1.2205932653285094
0.0086,0.17735882681564122,0.03342970876356234,1.0103363407821226
0.0087,0.19662955938970375,0.033782157084220846,1.0394978468558387
0.0088,0.18338387829245784,0.03353873304492223,1.0880687375113542
0.0089,0.2321165116934356,0.033814191537568906,1.1276599887292196
0.009,0.20255783783783587,0.033270583221023574,0.9416866287339969
0.0091,0.17186136840099092,0.03356180511573357,1.0587447684391078
0.0092,0.2131936247334779,0.03341483992171963,1.0702621321961598
0.0093,0.22434306636155152,0.03342406085078856,1.1955846376811623
0.0094,0.15066340201245945,0.03331506556746824,1.1571130138955419
0.0095,0.18987791204437612,0.03363974396255806,1.1691819532488124
0.0096,0.20831565917375147,0.03353443183512808,1.1931673602673134
0.0097,0.21567175226586296,0.03354366981857632,1.2121552870090633
0.0098,0.2192691938067241,0.033644786619185144,1.3270594767752297
0.0099,0.20563770861524933,0.03346535523986472,1.3557958502480831
0.01,0.21478235364539283,0.0335333471793199,1.20511409074584
0.0101,0.22264579982891686,0.03395721692148576,1.3366226689478211
0.0102,0.18427301570113436,0.03365054348555072,1.252582663779097
0.0103,0.19890033868539664,0.033445900456524194,1.3348540140491754
0.0104,0.20339124687913138,0.033474187189432764,1.3812348949919218
0.0105,0.1789942392909903,0.03359111654101494,1.317383604135895
0.0106,0.1872106062432173,0.03376561617562521,1.329993274677593
0.0107,0.20826410677617727,0.033690880117237816,1.3569080903490751
0.0108,0.2158696523689369,0.033612997356864065,1.249938814129522
0.0109,0.18182395588235378,0.03365884697045372,1.2115629705882354
0.011,0.1610572838719953,0.03332537600211052,1.3056495303295637
0.0111,0.1882723905723902,0.03344183838643078,1.4206858826358824
0.0112,0.16078175916909968,0.0336119311834288,1.4904249269717622
0.0113,0.15998051929000756,0.033611755406801884,1.3669919612732855
0.0114,0.19152075960951878,0.03394379919182957,1.2879732153752317
0.0115,0.21188351901652136,0.0335619371047579,1.3056399154821312
0.0116,0.19903197909242015,0.03361432891509648,1.3531893086243778
0.0117,0.2248799780581474,0.033892768372376,1.2817555128908364
0.0118,0.21624652360515065,0.03367583430450749,1.3951586981401993
0.0119,0.27445386318119586,0.03388467273062387,1.4010803309792352
0.012,0.22615809523809813,0.03360083539634215,1.4968663003662985
0.0121,0.17515407051281992,0.033490912214374065,1.333905128205131
0.0122,0.19519251336898388,0.03319792454123178,1.1754087471352193
0.0123,0.22445783102143785,0.03379410950997765,1.2463498108448967
0.0124,0.23784676833696575,0.033733364716539996,1.200162285160978
0.0125,0.1693298039969263,0.03378455018642895,1.3368781514219827
0.0126,0.17078339754173555,0.0334944368779061,1.2394693267290395
0.0127,0.17364352845857856,0.03353978829203881,1.3132975288636854
0.0128,0.21284323319026813,0.033690629053031,1.3698272103004319
0.0129,0.20003447786606227,0.03340211989593485,1.4449364074914897
0.013,0.19652996529116948,0.03343259795357555,1.6729788661781742
0.0131,0.23276748529920835,0.03403098384078234,1.3145215496368035
0.0132,0.2019771664008506,0.033134264914863175,1.4999623072833597
0.0133,0.20041697775504808,0.03408955419756053,1.1977380976732255
0.0134,0.24256093645484778,0.033766858280354826,1.4305974136008934
0.0135,0.20850991236611566,0.033716126775011554,1.3593877896786748
0.0136,0.19781388308977202,0.033574256725867,1.1291295407098134
0.0137,0.16506060606060677,0.03381941643084338,1.3516030742204648
0.0138,0.16061270382088266,0.0335362572505532,1.2563574592358213
0.0139,0.17739548387096754,0.03372308996104319,1.4472993087557608
0.014,0.2420323240267403,0.033445668483791643,1.3836160047188382
0.0141,0.2069415221863031,0.033956598354373556,1.317406699970618
0.0142,0.1976601232665648,0.03369134589658782,1.2441937750385228
0.0143,0.23702869843527655,0.0338106383704477,1.4098769914651472
0.0144,0.18003371369294627,0.033382544613303235,1.3209179460580904
0.0145,0.19490192857142724,0.03345283728577703,1.6157049761904814
0.0146,0.18312422744128617,0.033444829617795144,1.397799703337454
0.0147,0.22087177398829358,0.03378589260482651,1.4480486892338993
0.0148,0.20934996786632695,0.03353461015673566,1.4411451799485822
0.0149,0.16461432325887007,0.03343517655581599,1.5515735216819981
0.015,0.2136150065818357,0.03326756987407795,1.3760677928916187
0.0151,0.24711230385163874,0.03333966147464958,1.2728429743223941
0.0152,0.20189261306532738,0.03395645353567842,1.1147566331658278
0.0153,0.24041176100629108,0.03349462467418066,1.5292211320754705
0.0154,0.17746506765067718,0.033096209447965104,1.1323957564575642
0.0155,0.20584569105691125,0.033278791605549196,1.6119992953929523
0.0156,0.20282005865102726,0.033510829246935554,1.6055971554252177
0.0157,0.17408781142200053,0.03384021839389315,1.6302927558451503
0.0158,0.19640350790513755,0.03357652378804308,1.4942028656126503
0.0159,0.17628662337662304,0.03344094185391135,1.5204712337662336
0.016,0.15067627224476918,0.033299319177173936,1.7499080549484816
0.0161,0.15010812720848107,0.034055127276701604,2.182117491166082
0.0162,0.22678927507447885,0.03413041117916665,1.2728097318768627
0.0163,0.1554178922987842,0.0338165702359517,1.7544533294730726
0.0164,0.22920275510204202,0.03382124333235659,1.5723070918367366
0.0165,0.16124913950933673,0.03377391153459476,1.4389596484804088
0.0166,0.15348406718111593,0.03338108674489076,1.710403086699955
0.0167,0.19129809368191755,0.03381417381686466,1.8268639978213517
